,Gender,Customer_Type,Age,Type_of_Travel,Class,Flight_Distance,Inflight_wifi_service,Departure_Arrival_time_convenient,Ease_of_Online_booking,Gate_location,Food_and_drink,Online_boarding,Seat_comfort,Inflight_entertainment,On_board_service,Leg_room_service,Baggage_handling,Checkin_service,Inflight_service,Cleanliness,Departure_Delay_in_Minutes,Arrival_Delay_in_Minutes
15111,Female,Loyal Customer,32,Business travel,Business,1235,1,1,1,1,5,5,5.0,5,4,1,1,1.5,5,5,28,22.0
15112,Male,Loyal Customer,23,Business travel,Business,2004,2,3,3,3,2,2,2.0,2,4,5,4,4.0,3,2,30,32.5
15113,Female,disloyal Customer,29,Business travel,Eco,101,3,4,4,4,3,4,3.0,3,5,4,3,4.0,3,3,0,0.0
15114,Female,Loyal Customer,53,Personal Travel,Eco,1010,2,3,2,4,2,3,3.0,2,2,2,2,5.0,2,2,0,0.0
15115,Female,Loyal Customer,61,Personal Travel,Eco,1892,4,3,5,4,1,3,3.0,3,3,5,3,2.0,3,2,30,32.0
15116,Male,Loyal Customer,31,Personal Travel,Eco Plus,1009,2,5,2,5,2,2,2.0,2,2,1,1,4.0,1,2,9,6.0
15117,Male,Loyal Customer,33,Business travel,Business,2448,3,3,3,3,4,4,4.0,4,4,4,4,3.0,4,4,12,9.0
15118,Male,disloyal Customer,22,Business travel,Eco,413,2,0,2,5,1,2,1.0,1,4,5,3,4.0,4,1,0,0.0
15119,Male,Loyal Customer,64,Business travel,Business,369,2,5,5,5,5,3,3.0,2,2,2,2,2.0,2,4,0,0.0
15120,Male,disloyal Customer,38,Business travel,Business,187,2,2,2,4,3,2,3.0,3,4,4,5,5.0,5,3,17,9.0
15121,Female,Loyal Customer,38,Business travel,Business,1668,5,4,5,5,3,5,4.0,5,5,5,5,5.0,5,3,23,12.0
15122,Female,Loyal Customer,18,Personal Travel,Eco,925,4,4,4,4,3,4,3.0,3,4,2,5,4.0,5,3,9,0.0
15123,Male,Loyal Customer,11,Personal Travel,Eco,247,1,4,1,4,5,1,5.0,5,3,3,5,3.0,4,5,23,22.0
15124,Male,Loyal Customer,65,Personal Travel,Eco,1390,2,2,3,2,5,3,5.0,5,1,3,1,4.0,3,5,15,7.0
15125,Female,Loyal Customer,64,Personal Travel,Eco,550,1,0,1,5,4,5,5.0,1,1,1,1,3.0,1,3,4,0.0
15126,Female,Loyal Customer,27,Business travel,Business,1970,0,5,0,4,1,1,1.0,1,4,4,4,4.0,4,1,0,4.0
15127,Male,Loyal Customer,51,Business travel,Business,2029,4,4,4,4,5,5,5.0,3,3,3,3,3.0,3,3,19,6.0
15128,Female,Loyal Customer,58,Business travel,Business,354,2,2,2,2,2,4,4.0,3,3,4,3,3.0,3,5,0,0.0
15129,Female,Loyal Customer,68,Business travel,Eco,224,3,3,5,3,4,3,3.0,3,3,3,3,3.0,3,4,13,6.0
15130,Male,Loyal Customer,57,Business travel,Eco,717,2,3,3,3,2,2,2.0,2,4,1,3,1.5,3,2,25,18.0
15131,Male,Loyal Customer,44,Business travel,Eco,541,1,4,4,4,1,1,1.0,1,4,2,3,4.0,4,1,2,12.0
15132,Male,Loyal Customer,48,Business travel,Business,1017,4,4,4,4,5,5,4.0,4,4,4,4,5.0,4,3,30,32.5
15133,Male,Loyal Customer,25,Personal Travel,Eco,1014,3,4,3,4,2,3,2.0,2,5,5,5,4.0,5,2,0,0.0
15134,Male,Loyal Customer,53,Business travel,Business,3471,1,1,1,1,5,4,4.0,5,5,5,5,3.0,5,3,0,0.0
15135,Female,Loyal Customer,59,Personal Travel,Eco,417,3,3,2,3,2,5,3.0,4,4,2,2,2.0,4,3,30,32.0
15136,Female,Loyal Customer,44,Business travel,Eco,737,2,3,2,3,3,4,5.0,2,2,2,2,2.0,2,4,30,32.5
15137,Male,disloyal Customer,24,Business travel,Eco,728,4,4,4,3,3,4,5.0,3,3,3,4,4.0,3,3,30,32.5
15138,Male,Loyal Customer,31,Personal Travel,Eco Plus,1744,3,4,3,3,5,3,5.0,5,5,5,4,3.0,4,5,0,0.0
15139,Male,Loyal Customer,55,Personal Travel,Eco,290,3,4,3,2,4,3,4.0,4,3,2,4,5.0,4,4,0,0.0
15140,Male,Loyal Customer,54,Business travel,Business,834,1,1,5,1,3,4,5.0,5,5,5,5,4.0,5,4,0,0.0
15141,Female,Loyal Customer,20,Personal Travel,Eco,844,3,4,3,5,3,3,3.0,3,4,4,5,5.0,5,3,0,0.0
15142,Male,disloyal Customer,55,Business travel,Eco,323,3,2,3,4,4,3,3.0,4,2,2,4,1.5,4,4,12,11.0
15143,Male,Loyal Customer,56,Personal Travel,Eco,577,0,4,0,2,2,0,1.0,2,5,3,4,3.0,5,2,1,0.0
15144,Female,disloyal Customer,27,Business travel,Business,1192,4,4,4,1,1,4,5.0,1,3,5,4,4.0,4,1,0,0.0
15145,Male,Loyal Customer,60,Business travel,Eco,212,2,4,4,4,2,2,2.0,2,3,2,3,3.0,2,2,12,15.0
15146,Male,disloyal Customer,47,Business travel,Eco,101,3,0,3,4,4,3,4.0,4,5,1,2,3.0,3,4,0,0.0
15147,Female,Loyal Customer,37,Business travel,Business,145,3,5,5,5,4,3,4.0,3,3,3,3,4.0,3,1,0,0.0
15148,Male,Loyal Customer,53,Business travel,Eco,834,2,2,2,2,2,2,2.0,2,3,4,2,1.5,3,2,0,0.0
15149,Female,Loyal Customer,42,Business travel,Business,1464,1,1,1,1,3,5,5.0,5,5,5,5,3.0,5,3,11,13.0
15150,Male,Loyal Customer,37,Business travel,Business,1005,1,5,1,1,2,5,5.0,4,4,4,4,5.0,4,4,30,32.5
15151,Male,Loyal Customer,23,Personal Travel,Eco,1558,1,3,0,3,2,0,1.0,2,4,2,4,4.0,3,2,0,0.0
15152,Female,Loyal Customer,13,Business travel,Business,1517,3,3,3,3,5,5,5.0,5,5,3,5,4.0,4,5,2,18.0
15153,Male,Loyal Customer,29,Business travel,Eco,1129,3,1,1,1,3,2,3.0,3,2,1,2,1.5,2,3,0,12.0
15154,Male,Loyal Customer,28,Personal Travel,Eco,677,3,3,3,4,5,3,1.0,5,4,1,3,3.0,3,5,3,7.0
15155,Male,Loyal Customer,43,Business travel,Business,846,5,5,5,5,4,4,5.0,5,5,5,5,4.0,5,4,1,4.0
15156,Male,disloyal Customer,34,Business travel,Business,1754,3,3,3,2,1,3,1.0,1,5,4,4,4.0,4,1,0,0.0
15157,Female,Loyal Customer,67,Personal Travel,Eco,646,3,5,3,2,4,5,2.0,4,4,3,4,3.0,4,4,7,0.0
15158,Female,Loyal Customer,52,Business travel,Business,731,5,5,5,5,3,5,4.0,4,4,4,4,4.0,4,4,0,0.0
15159,Male,Loyal Customer,40,Business travel,Business,2704,3,3,3,3,5,5,5.0,3,4,3,5,5.0,4,5,30,32.5
15160,Male,Loyal Customer,59,Personal Travel,Eco,190,1,4,0,4,5,0,5.0,5,1,4,4,4.0,4,5,1,0.0
15161,Female,Loyal Customer,8,Personal Travel,Eco,502,2,3,2,3,2,2,3.0,2,1,3,3,1.5,4,2,0,0.0
15162,Female,Loyal Customer,69,Business travel,Business,239,2,2,2,2,1,3,4.0,2,2,2,2,1.5,2,1,13,6.0
15163,Female,Loyal Customer,52,Business travel,Business,1506,3,1,1,1,1,3,3.0,3,3,3,3,4.0,3,1,0,0.0
15164,Female,Loyal Customer,54,Personal Travel,Eco,479,3,3,3,5,2,1,3.0,3,3,3,3,1.5,3,2,30,32.5
15165,Male,Loyal Customer,20,Personal Travel,Eco,925,4,4,4,2,2,4,2.0,2,5,4,3,5.0,4,2,18,5.0
15166,Female,Loyal Customer,60,Business travel,Business,1606,3,3,3,3,5,5,4.0,4,4,4,4,3.0,4,5,1,2.0
15167,Female,Loyal Customer,19,Personal Travel,Eco,223,1,2,0,3,5,0,5.0,5,2,3,2,3.0,2,5,0,2.0
15168,Female,Loyal Customer,32,Personal Travel,Eco,1205,2,2,2,2,3,2,3.0,3,2,5,3,4.0,3,3,0,0.0
15169,Male,Loyal Customer,17,Personal Travel,Eco,2704,4,0,4,2,4,4,4.0,5,4,3,5,4.0,1,4,5,0.0
15170,Female,Loyal Customer,48,Business travel,Business,3076,2,2,2,2,2,5,5.0,5,5,4,5,5.0,5,4,30,32.5
15171,Male,Loyal Customer,16,Personal Travel,Eco,406,3,1,3,3,4,3,5.0,4,3,1,3,1.5,4,4,9,8.0
15172,Male,Loyal Customer,35,Business travel,Business,589,2,4,1,4,2,3,4.0,2,2,2,2,1.5,2,3,30,32.5
15173,Female,Loyal Customer,59,Business travel,Business,546,4,4,4,4,4,4,5.0,5,5,5,5,5.0,5,4,0,0.0
15174,Female,disloyal Customer,23,Business travel,Eco,447,3,4,3,3,1,3,1.0,1,5,3,4,5.0,4,1,0,0.0
15175,Female,Loyal Customer,46,Personal Travel,Eco,157,3,4,3,4,4,3,4.0,4,4,3,4,4.0,4,4,0,0.0
15176,Male,Loyal Customer,59,Business travel,Business,2536,3,5,1,5,3,3,4.0,3,3,3,3,2.0,3,4,13,0.0
15177,Female,disloyal Customer,29,Business travel,Business,1180,2,2,2,1,4,2,4.0,4,4,5,5,3.0,5,4,30,32.5
15178,Male,Loyal Customer,48,Business travel,Business,2001,3,3,3,3,3,4,4.0,2,2,2,2,4.0,2,4,2,0.0
15179,Male,Loyal Customer,41,Personal Travel,Eco,712,3,5,3,5,4,3,4.0,4,5,5,4,3.0,5,4,0,0.0
15180,Male,Loyal Customer,55,Business travel,Eco Plus,1162,5,3,3,3,5,5,5.0,5,4,5,1,3.0,2,5,0,0.0
15181,Female,Loyal Customer,53,Business travel,Business,3306,3,3,3,3,4,4,5.0,5,5,5,5,4.0,5,5,0,0.0
15182,Female,Loyal Customer,29,Personal Travel,Eco,1076,3,4,3,3,2,3,5.0,2,4,2,4,4.0,5,2,8,0.0
15183,Male,Loyal Customer,36,Business travel,Business,3297,2,2,2,2,1,3,2.0,4,4,4,4,2.0,4,2,30,17.0
15184,Male,Loyal Customer,56,Business travel,Business,2469,2,2,2,2,5,5,4.0,4,4,4,4,3.0,4,3,0,0.0
15185,Male,Loyal Customer,38,Business travel,Business,2153,2,2,2,2,4,4,4.0,4,5,5,4,4.0,3,4,30,32.5
15186,Female,Loyal Customer,54,Business travel,Business,607,5,5,5,5,5,4,4.0,4,4,4,4,3.0,4,4,2,0.0
15187,Male,Loyal Customer,56,Personal Travel,Eco Plus,667,2,5,2,1,5,2,5.0,5,4,4,5,5.0,4,5,0,0.0
15188,Male,Loyal Customer,29,Business travel,Business,1549,5,5,2,5,5,5,5.0,5,5,4,4,5.0,5,5,13,8.0
15189,Female,Loyal Customer,43,Business travel,Business,944,5,5,5,5,4,4,5.0,3,3,3,3,3.0,3,3,0,0.0
15190,Male,disloyal Customer,29,Business travel,Eco,1334,4,4,4,4,3,4,3.0,3,1,1,4,2.0,3,3,0,0.0
15191,Male,disloyal Customer,50,Business travel,Eco,158,3,1,3,3,2,3,2.0,2,3,3,3,2.0,3,2,30,32.5
15192,Female,Loyal Customer,60,Business travel,Eco,679,2,5,5,5,5,1,1.0,2,2,2,2,4.0,2,1,0,0.0
15193,Female,Loyal Customer,46,Business travel,Business,1121,2,2,2,2,5,4,5.0,5,5,5,5,5.0,5,3,8,2.0
15194,Male,Loyal Customer,52,Business travel,Eco,946,3,4,4,4,3,3,3.0,5,3,4,3,3.0,2,3,30,32.5
15195,Female,Loyal Customer,40,Business travel,Eco Plus,788,3,4,4,4,3,4,3.0,3,1,1,3,5.0,5,3,0,32.5
15196,Female,Loyal Customer,12,Personal Travel,Eco,919,4,3,4,2,5,4,5.0,5,3,5,4,4.0,3,5,10,2.0
15197,Female,Loyal Customer,12,Personal Travel,Eco,247,3,2,3,3,4,3,2.0,4,3,5,3,2.0,4,4,0,0.0
15198,Male,disloyal Customer,37,Business travel,Eco,159,2,3,1,3,1,4,4.0,4,4,4,4,4.0,4,4,30,32.5
15199,Female,Loyal Customer,45,Personal Travel,Eco,854,3,4,3,2,4,4,4.0,5,5,3,5,5.0,5,5,1,0.0
15200,Female,disloyal Customer,45,Business travel,Business,423,2,2,2,5,4,2,4.0,4,3,2,4,4.0,4,4,0,0.0
15201,Male,Loyal Customer,44,Business travel,Business,2564,1,1,1,1,3,5,5.0,4,4,4,4,5.0,4,4,0,0.0
15202,Female,Loyal Customer,39,Business travel,Business,1987,5,5,5,5,4,5,5.0,5,5,5,5,3.0,5,4,30,32.5
15203,Male,Loyal Customer,40,Business travel,Business,501,3,1,3,3,5,4,3.0,3,3,3,3,3.0,3,5,0,0.0
15204,Male,Loyal Customer,65,Personal Travel,Eco,1249,2,5,1,3,4,1,4.0,4,5,5,5,3.0,4,4,30,32.5
15205,Male,Loyal Customer,54,Business travel,Business,3739,3,2,3,3,3,3,3.0,4,4,4,4,3.0,4,5,0,0.0
15206,Male,Loyal Customer,26,Business travel,Business,3578,5,5,5,5,4,4,4.0,4,4,4,4,4.0,4,4,0,0.0
15207,Male,Loyal Customer,36,Personal Travel,Eco,1671,4,4,4,1,3,4,3.0,3,4,4,2,4.0,4,3,12,23.0
15208,Male,disloyal Customer,63,Business travel,Eco,296,5,0,5,3,4,5,4.0,4,5,5,2,5.0,4,4,12,18.0
15209,Female,Loyal Customer,33,Personal Travel,Eco,861,2,5,2,4,3,2,3.0,3,4,5,4,5.0,4,3,0,0.0
15210,Male,Loyal Customer,42,Business travel,Business,3736,3,2,2,2,3,3,3.0,3,3,3,3,1.5,3,1,16,13.0
15211,Male,Loyal Customer,43,Business travel,Business,1556,3,3,3,3,4,3,4.0,2,5,4,5,4.0,3,4,30,32.5
15212,Male,Loyal Customer,60,Business travel,Eco Plus,328,2,4,4,4,2,2,2.0,2,1,2,3,1.5,4,2,0,0.0
15213,Male,disloyal Customer,14,Business travel,Eco,2409,3,2,2,3,3,3,3.0,3,4,1,2,1.5,4,3,30,32.5
15214,Male,Loyal Customer,47,Personal Travel,Eco Plus,957,1,5,2,3,3,2,2.0,3,3,4,4,5.0,5,3,0,0.0
15215,Male,Loyal Customer,21,Personal Travel,Eco,1190,4,4,4,4,1,4,1.0,1,5,3,3,3.0,4,1,8,0.0
15216,Female,Loyal Customer,42,Business travel,Business,2151,3,3,3,3,4,4,4.0,5,5,5,5,3.0,5,3,17,13.0
15217,Male,Loyal Customer,31,Business travel,Business,762,2,2,2,2,4,4,4.0,4,5,4,4,3.0,5,4,0,0.0
15218,Male,Loyal Customer,54,Business travel,Business,2860,2,2,2,2,3,1,2.0,5,5,5,5,4.0,5,4,0,0.0
15219,Female,Loyal Customer,56,Business travel,Business,545,1,1,1,1,1,4,3.0,1,1,1,1,3.0,1,4,9,7.0
15220,Male,Loyal Customer,52,Business travel,Business,3286,3,4,4,4,3,3,3.0,3,3,3,3,4.0,3,2,0,0.0
15221,Female,Loyal Customer,41,Business travel,Business,1131,3,3,3,3,3,5,4.0,5,5,5,5,3.0,5,4,2,0.0
15222,Male,Loyal Customer,57,Personal Travel,Eco,137,3,5,3,1,4,3,4.0,4,2,1,2,4.0,4,4,0,0.0
15223,Female,Loyal Customer,21,Personal Travel,Eco,783,1,4,2,4,5,2,5.0,5,3,3,4,5.0,4,5,0,14.0
15224,Male,disloyal Customer,37,Business travel,Eco,202,3,0,3,4,4,3,3.0,4,2,2,5,2.0,2,4,0,0.0
15225,Female,disloyal Customer,45,Business travel,Eco,89,1,0,0,2,2,0,3.0,2,5,5,5,3.0,2,2,0,31.0
15226,Female,disloyal Customer,22,Business travel,Eco,1075,5,5,5,3,5,5,5.0,5,5,4,5,5.0,5,5,0,24.0
15227,Female,disloyal Customer,27,Business travel,Business,1276,0,0,0,3,2,0,3.0,2,3,4,4,5.0,5,2,1,0.0
15228,Male,Loyal Customer,37,Business travel,Eco Plus,1089,3,3,3,3,3,3,3.0,3,3,1,3,1.5,3,3,0,13.0
15229,Female,Loyal Customer,40,Business travel,Business,3662,3,3,3,3,1,1,3.0,4,4,4,4,1.5,4,4,0,0.0
15230,Female,Loyal Customer,54,Personal Travel,Eco,936,1,1,1,3,3,4,4.0,5,5,1,5,2.0,5,2,0,0.0
15231,Female,Loyal Customer,55,Personal Travel,Eco,1107,4,1,4,3,3,2,3.0,1,1,4,1,3.0,1,2,0,0.0
15232,Female,Loyal Customer,35,Business travel,Eco,758,5,4,4,4,5,5,5.0,5,4,5,3,5.0,2,5,1,22.0
15233,Female,Loyal Customer,36,Personal Travel,Eco,237,3,2,0,3,3,0,3.0,3,2,2,3,3.0,3,3,30,32.5
15234,Female,disloyal Customer,21,Business travel,Eco,689,4,4,4,4,2,4,2.0,2,3,2,3,3.0,4,2,0,0.0
15235,Male,disloyal Customer,10,Business travel,Business,1927,5,0,5,5,2,0,2.0,2,4,2,4,4.0,5,2,0,0.0
15236,Female,Loyal Customer,25,Business travel,Business,925,4,4,4,4,4,5,4.0,4,3,2,3,3.0,5,4,3,0.0
15237,Male,Loyal Customer,45,Personal Travel,Eco,554,4,3,4,3,4,4,4.0,4,4,1,4,5.0,5,4,0,0.0
15238,Female,Loyal Customer,66,Personal Travel,Eco,859,2,3,2,3,2,4,3.0,1,1,2,1,2.0,1,3,0,0.0
15239,Female,Loyal Customer,57,Business travel,Business,299,1,1,1,1,4,5,5.0,5,5,4,5,5.0,5,4,0,0.0
15240,Female,disloyal Customer,26,Business travel,Business,868,4,4,4,4,3,4,3.0,3,5,2,5,5.0,5,3,0,6.0
15241,Male,Loyal Customer,58,Personal Travel,Eco Plus,772,1,4,1,2,4,1,4.0,4,4,3,1,1.5,2,4,0,0.0
15242,Male,Loyal Customer,44,Business travel,Business,2892,3,3,3,3,3,1,2.0,5,5,5,4,2.0,5,4,0,0.0
15243,Female,Loyal Customer,55,Business travel,Eco,985,2,2,2,2,3,4,3.0,2,2,2,2,2.0,2,4,0,4.0
15244,Female,Loyal Customer,28,Business travel,Eco,853,5,2,4,2,5,5,5.0,5,2,5,3,1.5,1,5,5,2.0
15245,Male,disloyal Customer,39,Business travel,Eco,694,1,1,1,4,3,1,3.0,3,2,1,1,3.0,1,3,0,0.0
15246,Male,disloyal Customer,48,Business travel,Business,925,2,3,3,5,5,2,5.0,5,5,2,4,5.0,5,5,0,0.0
15247,Male,Loyal Customer,36,Business travel,Business,2236,1,3,3,3,4,3,4.0,1,1,1,1,3.0,1,1,0,18.0
15248,Female,Loyal Customer,27,Business travel,Business,488,1,1,4,1,2,2,2.0,2,3,5,4,4.0,4,2,9,3.0
15249,Female,Loyal Customer,32,Business travel,Business,3739,3,2,2,2,3,3,3.0,3,4,2,4,4.0,3,3,5,15.0
15250,Female,Loyal Customer,49,Personal Travel,Eco,109,4,3,4,4,4,4,4.0,4,1,1,5,4.0,2,4,30,32.5
15251,Female,Loyal Customer,39,Business travel,Business,125,4,4,4,4,4,5,4.0,4,4,4,4,3.0,4,4,0,0.0
15252,Female,Loyal Customer,52,Personal Travel,Eco,2311,1,5,1,3,3,4,5.0,2,2,1,2,1.5,2,1,0,0.0
15253,Male,Loyal Customer,41,Personal Travel,Eco,283,2,4,5,3,5,5,5.0,5,3,5,4,4.0,5,5,0,32.5
15254,Male,Loyal Customer,65,Personal Travel,Eco,1773,2,4,1,3,3,1,3.0,3,3,4,3,4.0,2,3,0,12.0
15255,Male,Loyal Customer,36,Personal Travel,Eco,744,2,4,2,4,5,2,5.0,5,3,3,4,3.0,4,5,0,0.0
15256,Male,disloyal Customer,35,Business travel,Eco,1605,2,2,2,2,3,2,4.0,3,1,1,2,4.0,3,3,30,32.5
15257,Male,Loyal Customer,56,Business travel,Eco Plus,302,5,2,2,2,5,5,5.0,5,5,4,1,3.0,4,5,9,0.0
15258,Male,Loyal Customer,69,Personal Travel,Eco,116,2,4,0,4,0,3,3.0,1,1,3,4,3.0,3,3,30,32.5
15259,Male,Loyal Customer,31,Business travel,Business,2847,4,4,4,4,5,5,5.0,5,3,4,5,5.0,4,5,0,0.0
15260,Female,Loyal Customer,41,Business travel,Eco,409,2,1,1,1,2,2,2.0,2,2,1,4,3.0,4,2,10,0.0
15261,Male,Loyal Customer,58,Business travel,Business,1597,1,1,5,1,5,4,5.0,3,3,3,3,3.0,3,3,0,0.0
15262,Female,Loyal Customer,50,Business travel,Business,3739,5,5,5,5,3,4,4.0,4,4,5,4,5.0,4,5,0,0.0
15263,Male,Loyal Customer,57,Personal Travel,Business,1126,0,2,0,3,5,4,4.0,2,2,0,3,2.0,2,3,0,0.0
15264,Male,disloyal Customer,25,Business travel,Eco,403,3,0,3,5,5,3,5.0,5,1,3,4,4.0,2,5,0,0.0
15265,Male,Loyal Customer,17,Business travel,Eco,153,4,3,3,3,4,4,3.0,4,4,5,4,2.0,5,4,0,0.0
15266,Male,Loyal Customer,44,Personal Travel,Eco,1190,3,5,2,1,4,2,1.0,4,5,5,5,3.0,4,4,0,0.0
15267,Male,Loyal Customer,41,Personal Travel,Eco,109,4,5,0,3,5,0,5.0,5,3,3,5,5.0,5,5,0,0.0
15268,Female,Loyal Customer,46,Business travel,Business,1728,4,4,4,4,3,3,5.0,5,5,5,5,3.0,5,3,30,32.5
15269,Male,Loyal Customer,41,Personal Travel,Eco,723,1,4,1,2,5,1,5.0,5,2,1,1,3.0,4,5,0,0.0
15270,Male,Loyal Customer,40,Business travel,Eco,241,2,4,2,2,2,2,2.0,2,2,4,3,2.0,3,2,0,4.0
15271,Male,Loyal Customer,54,Business travel,Eco,302,1,3,3,3,1,1,1.0,1,1,4,4,3.0,4,1,30,28.0
15272,Male,Loyal Customer,29,Personal Travel,Eco,583,5,5,5,2,2,5,2.0,2,3,5,4,3.0,4,2,0,0.0
15273,Female,Loyal Customer,41,Business travel,Business,102,1,5,5,5,2,3,4.0,2,2,2,1,2.0,2,4,0,0.0
15274,Male,disloyal Customer,16,Business travel,Eco,960,1,1,1,4,1,3,3.0,3,3,5,5,3.0,5,3,0,0.0
15275,Female,Loyal Customer,41,Business travel,Business,2977,3,1,1,1,3,3,4.0,3,3,2,3,1.5,3,4,30,32.5
15276,Male,Loyal Customer,56,Business travel,Eco,763,4,1,1,1,4,4,4.0,4,4,4,4,1.5,3,4,0,0.0
15277,Female,Loyal Customer,31,Personal Travel,Eco,802,3,5,3,2,1,3,1.0,1,3,2,3,2.0,5,1,9,0.0
15278,Female,Loyal Customer,39,Business travel,Business,2018,1,3,3,3,5,2,2.0,2,2,2,1,3.0,2,1,27,17.0
15279,Female,disloyal Customer,26,Business travel,Business,1061,3,3,3,2,1,3,1.0,1,4,4,4,5.0,5,1,0,0.0
15280,Male,Loyal Customer,57,Personal Travel,Eco Plus,413,1,4,1,3,3,1,3.0,3,3,4,4,3.0,4,3,0,0.0
15281,Female,disloyal Customer,40,Business travel,Business,825,4,4,4,3,5,4,5.0,5,5,3,4,3.0,5,5,0,4.0
15282,Male,Loyal Customer,54,Personal Travel,Eco,370,2,0,2,3,5,2,4.0,5,4,5,5,3.0,4,5,0,7.0
15283,Female,Loyal Customer,57,Business travel,Business,2677,1,1,4,1,5,4,5.0,5,5,5,5,3.0,5,4,0,0.0
15284,Male,Loyal Customer,38,Personal Travel,Eco,2288,1,1,1,3,5,1,5.0,5,3,3,3,1.5,4,5,0,0.0
15285,Male,Loyal Customer,65,Personal Travel,Business,190,3,4,3,3,2,5,5.0,4,4,3,4,3.0,4,3,0,0.0
15286,Male,disloyal Customer,26,Business travel,Eco,304,2,0,2,4,4,2,2.0,4,4,3,5,4.0,1,4,0,6.0
15287,Female,Loyal Customer,55,Business travel,Business,2541,1,0,0,4,5,3,4.0,5,5,0,5,4.0,5,2,0,3.0
15288,Female,disloyal Customer,23,Business travel,Eco,189,3,2,3,3,1,3,1.0,1,1,5,4,2.0,4,1,30,32.5
15289,Male,Loyal Customer,70,Personal Travel,Eco,1562,1,1,1,3,3,1,3.0,3,1,2,2,4.0,4,3,0,0.0
15290,Male,Loyal Customer,27,Personal Travel,Eco,427,1,2,1,4,2,1,2.0,2,3,1,2,3.0,4,2,0,0.0
15291,Female,Loyal Customer,57,Business travel,Business,1908,4,4,4,4,2,2,2.0,2,2,2,2,2.0,2,5,0,0.0
15292,Female,Loyal Customer,11,Personal Travel,Eco,760,3,5,3,1,5,3,5.0,5,3,5,5,4.0,4,5,30,32.5
15293,Female,Loyal Customer,65,Personal Travel,Eco,414,0,3,0,4,3,3,3.0,3,3,0,3,4.0,3,2,0,0.0
15294,Female,Loyal Customer,49,Business travel,Business,258,5,5,5,5,3,4,5.0,5,5,5,5,5.0,5,4,0,0.0
15295,Male,disloyal Customer,23,Business travel,Eco,562,1,0,1,3,2,1,2.0,2,1,2,1,5.0,2,2,0,0.0
15296,Female,Loyal Customer,55,Business travel,Business,3329,4,4,4,4,3,4,5.0,4,4,4,5,4.0,4,3,2,0.0
15297,Female,disloyal Customer,59,Business travel,Eco,192,1,0,0,4,1,0,1.0,1,5,4,3,3.0,1,1,30,32.5
15298,Male,Loyal Customer,46,Personal Travel,Eco,397,2,4,2,4,3,2,3.0,3,2,5,4,4.0,4,3,24,12.0
15299,Male,Loyal Customer,33,Personal Travel,Eco,109,2,3,2,4,1,2,1.0,1,1,5,4,1.5,3,1,0,0.0
15300,Male,Loyal Customer,37,Business travel,Business,3461,2,5,5,5,4,4,3.0,2,2,2,2,2.0,2,4,30,32.5
15301,Male,Loyal Customer,49,Business travel,Eco,209,4,5,5,5,4,4,4.0,4,2,3,1,1.5,5,4,0,2.0
15302,Female,Loyal Customer,31,Personal Travel,Eco,562,0,4,1,2,1,1,5.0,1,4,4,5,3.0,5,1,30,32.5
15303,Female,Loyal Customer,36,Business travel,Business,402,1,1,1,1,2,4,5.0,4,4,4,4,2.0,4,4,0,0.0
15304,Female,Loyal Customer,61,Personal Travel,Eco,1310,2,5,2,3,2,5,4.0,5,5,2,5,5.0,5,3,1,0.0
15305,Male,Loyal Customer,17,Personal Travel,Eco,689,3,5,3,2,4,3,4.0,4,5,4,5,5.0,4,4,17,13.0
15306,Male,Loyal Customer,38,Business travel,Business,173,5,5,3,5,3,5,3.0,4,4,4,4,1.5,4,5,30,32.5
15307,Female,Loyal Customer,15,Personal Travel,Eco,534,3,4,3,2,3,3,3.0,3,4,3,4,3.0,5,3,0,0.0
15308,Male,Loyal Customer,47,Business travel,Business,2030,1,1,1,1,5,5,4.0,4,4,4,4,5.0,4,4,0,10.0
15309,Male,Loyal Customer,60,Business travel,Eco,759,3,4,4,4,2,3,2.0,2,3,5,4,4.0,3,2,29,15.0
15310,Female,Loyal Customer,52,Business travel,Eco,116,5,4,4,4,4,4,2.0,5,5,5,5,2.0,5,5,0,0.0
15311,Male,Loyal Customer,18,Personal Travel,Eco,589,2,5,2,3,3,2,3.0,3,4,5,5,5.0,4,3,30,32.5
15312,Female,disloyal Customer,41,Business travel,Business,399,1,1,1,5,4,1,4.0,4,4,3,4,4.0,4,4,0,0.0
15313,Female,Loyal Customer,44,Business travel,Business,1011,3,3,3,3,2,4,5.0,4,4,4,4,3.0,4,4,30,24.0
15314,Male,Loyal Customer,46,Business travel,Business,259,0,0,0,4,2,4,5.0,4,4,4,4,4.0,4,5,0,0.0
15315,Male,Loyal Customer,33,Business travel,Business,3223,2,2,2,2,2,2,2.0,2,5,5,5,5.0,4,2,30,32.5
15316,Male,disloyal Customer,24,Business travel,Eco,983,3,3,3,4,3,3,3.0,3,4,2,4,3.0,5,3,0,0.0
15317,Female,Loyal Customer,45,Business travel,Business,1524,3,3,2,3,3,5,5.0,5,5,5,5,5.0,5,4,30,32.5
15318,Female,Loyal Customer,43,Personal Travel,Eco Plus,116,4,3,4,3,3,4,4.0,5,5,4,3,4.0,5,4,0,0.0
15319,Female,Loyal Customer,44,Business travel,Business,2957,2,2,2,2,3,5,5.0,4,4,5,4,3.0,4,5,0,0.0
